Universidade;Unidade;Estado;Região;Curso;Categoria;Nota;Ensino;Pesquisa;Mercado;Inovação;Internacionalização
UFSC;Florianópolis;SC;Sul;Eng Sanit Amb;Cota EP RC 1,5 sm;572,01;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Sanit Amb;Cota EP RC ;570,89;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;Ampla Conc;712,33;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;Cota Esc Pública ;703;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;Cota Esc Pública 1,5 sm;649,36;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;Cota EP RC ;645,33;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;Cota EP RC 1,5 sm;614,49;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;PNE Cota Esc Pública ;519,86;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Ampla Conc;727,95;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota Esc Pública ;708,76;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota Esc Pública ;663,95;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Ampla Conc;660,4;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota Esc Pública 1,5 sm;646,25;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota Esc Pública 1,5 sm;617,49;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota EP RC ;580,93;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota EP RC 1,5 sm;554,15;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;PNE Cota Esc Pública ;553,36;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;Ampla Conc;697,07;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;Cota Esc Pública ;683,05;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;Cota EP RC ;615;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;Cota Esc Pública 1,5 sm;581,58;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;PNE Cota Esc Pública ;571,24;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;Cota EP RC 1,5 sm;551,33;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Aquicultura;Ampla Conc;647,98;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Aquicultura;Cota Esc Pública ;598,55;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Aquicultura;Cota Esc Pública 1,5 sm;562,71;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Aquicultura;Cota EP RC ;554,05;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Aquicultura;Cota EP RC 1,5 sm;522,93;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Ctr Automação;Ampla Conc;727,97;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Ctr Automação;Cota Esc Pública ;677,05;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Ctr Automação;Cota Esc Pública 1,5 sm;632,39;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Ctr Automação;Cota EP RC ;608,97;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Ctr Automação;Cota EP RC 1,5 sm;605,38;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng de Alimentos;Ampla Conc;697,09;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng de Alimentos;Cota Esc Pública ;671,56;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng de Alimentos;Cota Esc Pública 1,5 sm;589,03;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng de Alimentos;Cota EP RC ;573,33;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng de Alimentos;Cota EP RC 1,5 sm;554,35;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng de Materiais;Ampla Conc;724,67;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng de Materiais;Cota Esc Pública ;660,29;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng de Materiais;Cota Esc Pública 1,5 sm;600,69;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng de Materiais;Cota EP RC 1,5 sm;547,76;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng de Materiais;Cota EP RC ;524,6;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Elétrica;Ampla Conc;726,87;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Elétrica;Cota Esc Pública ;723,42;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Elétrica;Cota Esc Pública 1,5 sm;664,34;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Elétrica;Cota EP RC 1,5 sm;583,33;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Elétrica;Cota EP RC ;577,23;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Eletrônica;Ampla Conc;716,85;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Eletrônica;Cota Esc Pública ;669,02;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Eletrônica;Cota EP RC 1,5 sm;589,4;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Eletrônica;Cota Esc Pública 1,5 sm;584,43;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Eletrônica;Cota EP RC ;568,5;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Mecânica;Ampla Conc;750,92;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Mecânica;Cota Esc Pública ;695,37;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Mecânica;Cota Esc Pública 1,5 sm;660,1;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Mecânica;Cota EP RC ;629,47;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Mecânica;Cota EP RC 1,5 sm;602,4;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Civil;Ampla Conc;721,78;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Civil;Cota Esc Pública ;680,74;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Civil;Cota Esc Pública 1,5 sm;643,75;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Civil;Cota EP RC 1,5 sm;629,23;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Civil;Cota EP RC ;568,46;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Elétrica;Ampla Conc;720,26;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Elétrica;Cota Esc Pública ;690,38;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Elétrica;Cota EP RC ;605,16;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Elétrica;Cota Esc Pública 1,5 sm;594,69;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Elétrica;Cota EP RC 1,5 sm;465,47;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Mecânica;Ampla Conc;752,8;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Mecânica;Cota Esc Pública ;672,05;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Mecânica;Cota EP RC 1,5 sm;623,73;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Mecânica;Cota Esc Pública 1,5 sm;621,48;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Prod Mecânica;Cota EP RC ;578,8;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Química;Ampla Conc;743,91;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Química;Cota Esc Pública ;742,3;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Química;Cota EP RC ;661,07;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Química;Cota Esc Pública 1,5 sm;652,53;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Química;Cota EP RC 1,5 sm;636,12;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Sanit Amb;Cota Esc Pública ;704,83;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Sanit Amb;Ampla Conc;671,07;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Sanit Amb;Cota Esc Pública 1,5 sm;634,6;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Sanit Amb;Cota EP RC 1,5 sm;572,01;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Eng Sanit Amb;Cota EP RC ;570,89;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;Ampla Conc;712,33;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;Cota Esc Pública ;703;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;Cota Esc Pública 1,5 sm;649,36;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;Cota EP RC ;645,33;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;Cota EP RC 1,5 sm;614,49;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Engenharia Civil;PNE Cota Esc Pública ;519,86;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Ampla Conc;727,95;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota Esc Pública ;708,76;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota Esc Pública ;663,95;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Ampla Conc;660,4;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota Esc Pública 1,5 sm;646,25;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota Esc Pública 1,5 sm;617,49;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota EP RC ;580,93;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;Cota EP RC 1,5 sm;554,15;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Física;PNE Cota Esc Pública ;553,36;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;Ampla Conc;697,07;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;Cota Esc Pública ;683,05;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;Cota EP RC ;615;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;Cota Esc Pública 1,5 sm;581,58;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;PNE Cota Esc Pública ;571,24;30,41;39,61;15,75;3,21;3,6
UFSC;Florianópolis;SC;Sul;Geologia;Cota EP RC 1,5 sm;551,33;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;C & Tecnologia;Ampla Conc;677,36;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;C & Tecnologia;Cota Esc Pública ;639,99;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;C & Tecnologia;Cota Esc Pública 1,5 sm;625,73;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;C & Tecnologia;Cota EP RC 1,5 sm;550,26;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;C & Tecnologia;Cota EP RC ;541,08;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;C & Tecnologia;PNE Cota Esc Pública ;491,8;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Aeroespacial;Ampla Conc;783,05;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Aeroespacial;Cota Esc Pública ;759,33;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Aeroespacial;Cota Esc Pública 1,5 sm;714,78;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Aeroespacial;Cota EP RC ;696,02;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Aeroespacial;Cota EP RC 1,5 sm;683,65;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Aeroespacial;PNE Cota Esc Pública ;643,49;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Automotiva;Ampla Conc;722,98;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Automotiva;Cota Esc Pública ;705,79;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Automotiva;Cota EP RC ;633,63;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Automotiva;Cota EP RC 1,5 sm;607,91;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Automotiva;Cota Esc Pública 1,5 sm;567,32;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Automotiva;PNE Cota Esc Pública ;541,42;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Civil Infraestr;Ampla Conc;687,94;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Civil Infraestr;Cota Esc Pública ;643,78;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Civil Infraestr;Cota EP RC ;581,57;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Civil Infraestr;Cota EP RC 1,5 sm;581,2;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Civil Infraestr;Cota Esc Pública 1,5 sm;572,44;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Civil Infraestr;PNE Cota Esc Pública ;479,81;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Ferr e Metrov;Ampla Conc;679,69;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Ferr e Metrov;Cota Esc Pública ;646,52;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Ferr e Metrov;Cota EP RC ;573,09;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Ferr e Metrov;Cota EP RC 1,5 sm;529,85;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Ferr e Metrov;Cota Esc Pública 1,5 sm;511,05;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Mecatrônica;Ampla Conc;754,68;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Mecatrônica;Cota Esc Pública ;694,45;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Mecatrônica;Cota Esc Pública 1,5 sm;649,92;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Mecatrônica;Cota EP RC ;617,91;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Mecatrônica;Cota EP RC 1,5 sm;579,88;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Mecatrônica;PNE Cota Esc Pública ;557,04;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Naval;Ampla Conc;761,04;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Naval;Cota Esc Pública ;703,81;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Naval;Cota Esc Pública 1,5 sm;684,36;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Naval;Cota EP RC ;664,93;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Naval;Cota EP RC 1,5 sm;604,33;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Naval;PNE Cota Esc Pública ;448,04;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Transporte Log;Ampla Conc;685,01;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Transporte Log;Cota Esc Pública ;623,01;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Transporte Log;Cota Esc Pública 1,5 sm;573,12;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Transporte Log;Cota EP RC ;555,52;30,41;39,61;15,75;3,21;3,6
UFSC;Joinville;SC;Sul;Eng Transporte Log;Cota EP RC 1,5 sm;545,76;30,41;39,61;15,75;3,21;3,6
UFMT;Barra do Garças;MT;Centro-Oeste;C da Computação;Cota Esc Pública ;619,5;23,84;31,01;15;1,69;2,41
UFMT;Barra do Garças;MT;Centro-Oeste;C da Computação;Ampla Conc;617,02;23,84;31,01;15;1,69;2,41
UFMT;Barra do Garças;MT;Centro-Oeste;C da Computação;Cota Esc Pública 1,5 sm;575,78;23,84;31,01;15;1,69;2,41
UFMT;Barra do Garças;MT;Centro-Oeste;C da Computação;Cota EP RC 1,5 sm;548,52;23,84;31,01;15;1,69;2,41
UFMT;Barra do Garças;MT;Centro-Oeste;C da Computação;Cota EP RC ;548,08;23,84;31,01;15;1,69;2,41
UFMT;Barra do Garças;MT;Centro-Oeste;Engenharia Civil;Ampla Conc;651,28;23,84;31,01;15;1,69;2,41
UFMT;Barra do Garças;MT;Centro-Oeste;Engenharia Civil;Cota Esc Pública ;622,78;23,84;31,01;15;1,69;2,41
UFMT;Barra do Garças;MT;Centro-Oeste;Engenharia Civil;Cota Esc Pública 1,5 sm;620,24;23,84;31,01;15;1,69;2,41
UFMT;Barra do Garças;MT;Centro-Oeste;Engenharia Civil;Cota EP RC ;573,78;23,84;31,01;15;1,69;2,41
UFMT;Barra do Garças;MT;Centro-Oeste;Engenharia Civil;Cota EP RC 1,5 sm;566,34;23,84;31,01;15;1,69;2,41
UFMT;Barra do Garças;MT;Centro-Oeste;Engenharia Civil;PNE EP RC 1,5 sm;482,04;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;C da Computação;Ampla Conc;679,38;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;C da Computação;Cota Esc Pública ;677,98;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;C da Computação;Cota Esc Pública 1,5 sm;637,34;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;C da Computação;Cota EP RC ;609,4;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;C da Computação;Cota EP RC 1,5 sm;601,1;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;C da Computação;PNE Cota Esc Pública 1,5 sm;505,26;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;C da Computação;PNE EP RC 1,5 sm;416,1;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Elétrica;Cota Esc Pública ;633,14;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Elétrica;Ampla Conc;625,1;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Elétrica;Cota Esc Pública 1,5 sm;573,58;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Elétrica;Cota EP RC ;566,1;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Elétrica;Cota EP RC 1,5 sm;544,28;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Elétrica;PNE Cota Esc Pública 1,5 sm;512,76;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Elétrica;PNE EP RC 1,5 sm;448,92;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Florestal;Ampla Conc;553,04;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Florestal;Cota Esc Pública ;539,54;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Florestal;Cota Esc Pública 1,5 sm;537,4;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Florestal;Cota EP RC ;519,42;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Florestal;Cota EP RC 1,5 sm;502,46;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Sanit Amb;Ampla Conc;582,94;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Sanit Amb;Cota Esc Pública 1,5 sm;542,04;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Sanit Amb;Cota Esc Pública ;530,5;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Sanit Amb;Cota EP RC ;524,68;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Eng Sanit Amb;Cota EP RC 1,5 sm;517,76;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Engenharia Civil;Cota Esc Pública ;666,84;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Engenharia Civil;Ampla Conc;665,24;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Engenharia Civil;Cota Esc Pública 1,5 sm;654,98;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Engenharia Civil;Cota EP RC 1,5 sm;589,38;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Engenharia Civil;Cota EP RC ;580,56;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Engenharia Civil;PNE EP RC 1,5 sm;448,74;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Estatística;Ampla Conc;558,72;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Estatística;Cota Esc Pública ;555,6;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Estatística;Cota EP RC ;521,54;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Estatística;Cota Esc Pública 1,5 sm;502,44;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Estatística;Cota EP RC 1,5 sm;498,06;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Física;Ampla Conc;460,24;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Física;Cota EP RC 1,5 sm;459,8;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Física;Ampla Conc;351,94;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Geologia;Cota EP RC ;544,46;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Geologia;Ampla Conc;543,8;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Geologia;Cota Esc Pública ;530,54;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Geologia;Cota Esc Pública 1,5 sm;513,58;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Geologia;Cota EP RC 1,5 sm;484,7;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Matemática;Cota Esc Pública ;565,96;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Matemática;Cota EP RC ;494,36;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Matemática;Cota EP RC 1,5 sm;471,14;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Matemática;PNE EP RC 1,5 sm;461,68;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Matemática;Ampla Conc;458,32;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Química;Ampla Conc;554,3;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Química;Cota Esc Pública ;551,36;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Química;PNE Cota Esc Pública 1,5 sm;530,24;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Química;Cota Esc Pública 1,5 sm;509,74;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Química;Cota Esc Pública ;496,5;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Química;Cota EP RC ;487,52;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Química;Cota EP RC 1,5 sm;456,68;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Sist Informação;Ampla Conc;639,58;23,84;31,01;15;1,69;2,41
UFMT;Cuiabá;MT;Centro-Oeste;Sist Informação;Cota Esc Pública ;627,26;23,84;31,01;15;1,69;2,41
